AAA — Анаа, Французская Полинезия, Анаа
SSL — Санта-Розалиа, Колумбия, Санта-Росалия
SSO — Сан-Лоуренсу, Бразилия, Сан-Лоуренсу
SSP — Silver Plains, Австралия, Silver Plains
SSQ — La Sarre, Канада, La Sarre
SSR — Сара, Вануату, Сара
SSS — Сиасси, Папуа — Новая Гвинея, Сиасси
SST — Санта-Тересита, Аргентина, Санта-Тересита
SSU — Greenbrier, США, White Sulphur Springs
SSV — Siasi, Филиппины, Siasi
SSW — Stuart Island, Канада, Stuart Island
SSX — Самсун, Турция, Samsun/carsamba
SSZ — Santos, Бразилия, Santos
STA — Stauning Vestjyllands Airport, Дания, Skjern
STB — L Delicias, Венесуэла, Santa Barbara Ed
STC — Municipal, США, Saint Cloud
STD — Mayo Guerrero, Венесуэла, Санто-Доминго
STE — Stevens Point, США, Stevens Point
STF — Stephen Island, Австралия, Stephen Island
STG — St George Island, США, St George Island
STH — Strathmore, Австралия, Strathmore
STI — Cibao International Airport, Доминиканская Республика, Сантьяго
STJ — Rosecrans Memorial, США, St Joseph
STK — Crosson Field, США, Sterling
STL — Lambert-St. Louis International, США, Сент Луис
STM — Eduardo Gomes, Бразилия, Сантарем
STN — London Stansted, Великобритания, Лондон
STP — Downtown, США, Сен Поль
STQ — St Marys, США, St Marys
STR — Echterdingen, Германия, Штуттгард
STS — Sonoma County, США, Санта-Роса
STT — Cyril E King Airport, Американские Виргинские острова, Charlotte Amalie, St Thomas
STU — Санта-Круз, Белиз, Санта-Круз-Айленд
STV — Сурат, Индия, Сурат
STW — Ставрополь, Россия, Ставрополь
STX — Alex Hamilton, Американские Виргинские острова, St Croix Island
STY — Salto, Уругвай, Salto
STZ — Confresa, Бразилия, Санта-Терезинья
SUA — Witham Field, США, Stuart
SUB — Juanda, Индонезия, Сурабайя
SUC — Schloredt, США, Sundance
SUD — Stroud, США, Stroud
SUE — Door County, США, Sturgeon Bay
SUF — S Eufemia, Италия, Lamezia-terme
SUG — Суригао, Филиппины, Суригао
SUH — Сур, Оман, Сур
SUI — Babusheri, Грузия, Сухуми
SUJ — Сату Маре, Румыния, Сату Маре
SUK — Samcheok, Южная Корея, Samcheok
SUL — Суи, Пакистан, Суи
SUM — Municipal, США, Sumter
SUN — Sun Valley, США, Sun Valley
SUO — Сан-Ривер, шт. Орегон, США, Сан-Ривер, шт. Орегон
SUP — Trunojoyo, Индонезия, Суменеп
SUQ — Сукуа, Эквадор, Сукуа
SUR — Саммер-Бивер, Канада, Саммер-Бивер
SUS — Spirit Of St Louis, США, Сент Луис
SUT — Сумбаванга, Танзания, Сумбаванга
SUU — Travis AFB, США, Fairfield
SUV — Nausori, Фиджи, Сува
SUW — Richard I Bong Arpt, США, Superior
SUX — Sioux Gateway, США, Сиокс Сити
SUY — Судурейри, Исландия, Судурейри
SUZ — Суриа, Папуа — Новая Гвинея, Суриа
SVA — Savoonga, США, Savoonga
SVB — Самбава, Мадагаскар, Самбава
SVC — Grant County, США, Silver City
SVD — E. T. Joshua, Сент-Винсент и Гренадины, St Vincent
SVE — Susanville, США, Susanville
SVF — Саве, Бенин, Саве
SVG — Сола, Норвегия, Ставангер
SVH — Municipal, США, Statesville
SVI — San Vicente, Колумбия, San Vicente
SVJ — Helle, Норвегия, Сволваер
SVK — Силвер-Крик, Белиз, Силвер-Крик
SVL — Савонлинна, Финляндия, Савонлинна
SVN — Hunter AAF, США, Savannah, GA
SVO — Шереметьево, Россия, Москва
SVP — Kuito (Silva Porto), Ангола, Куито
SVQ — Сан-Пабло, Испания, Sevilla
SVR — Свей-Рьенг, Камбоджа, Свей-Рьенг
SVS — Stevens Village, США, Stevens Village
SVT — Savuti, Ботсвана, Savuti
SVU — Савусаву, Фиджи, Савусаву
SVV — San Salvador De, Венесуэла, San Salvador De
SVW — Sparrevohn AFS, США, Sparrevohn
SVX — Кольцово, Россия, Екатеринбург
SVY — Саво, Соломоновы острова, Саво
SVZ — Сан-Антонио, Венесуэла, Сен Антонио
SWA — Шаньтоу, Китай, Шаньтоу
SWB — Shaw River, Австралия, Shaw River
SWC — Stawell, Австралия, Stawell
SWD — Seward, США, Seward
SWE — Сивеа, Папуа — Новая Гвинея, Сивеа
SWF — Stewart, США, Newburgh
SWG — Satwag, Папуа — Новая Гвинея, Satwag
SWH — Суон Хилл, Австралия, Суон Хилл
SWI — Gypsy, Великобритания, Свиндон
SWJ — Сауз-Вест-Бей, Вануату, Сауз-Вест-Бей
SWK — Segrate, Италия, Милан
SWL — Спаниш-Уэллс, Багамские острова, Спаниш-Уэллс
SWM — Suia-Missu, Бразилия, Suia-Missu
SWN — Сахивал, Пакистан, Сахивал
SWO — Searcy Fld, США, Stillwater
SWP — Свакопмунд, Намибия, Свакопмунд
SWQ — Brang Bidji, Индонезия, Sumbawa
SWR — Silur, Папуа — Новая Гвинея, Silur
SWS — Fairwood Comm, Великобритания, Суони
SWT — Стрежевой, Россия, Стрежевой
SWU — Суон, Южная Корея, Суон
SWV — Shikarpur, Пакистан, Shikarpur
SWW — Sweetwater, США, Sweetwater
SWX — Shakawe, Ботсвана, Shakawe
SWY — Ситиаван, Малайзия, Ситиаван
SWZ — Sydney West, Австралия, Сидней
SXA — Сиалум, Папуа — Новая Гвинея, Сиалум
SXB — Entzheim, Франция, Страсбург
SXC — Avalo Vor/WP, США, Catalina Island
SXD — София Антиполис, Франция, София Антиполис
SXE — Сейл, Австралия, Сейл
SXF — Schoenefeld, Германия, Берлин
SXG — Сенанга, Замбия, Сенанга
SXH — Сехулеа, Папуа — Новая Гвинея, Сехулеа
SXI — Сирри-Айленд, Иран, Сирри-Айленд
SXJ — Шаньшань, Китай, Шаньшань
SXK — Саумлаки, Индонезия, Саумлаки
SXL — Collooney, Ирландия, Слайго
SXM — Princess Juliana International, Нидерланды, Philipsburg, St. Maarten
SXN — Suapan, Ботсвана, Suapan
SXO — Sao Felix Do Araguaia, Бразилия, Sao Felix Do Araguaia
SXP — Sheldon SPB, США, Sheldon Point
SXQ — Soldotna, США, Soldotna
SXR — Сринагар, Индия, Сринагар
SXS — Сахабат-16, Малайзия, Сахабат-16
SXT — Taman Negara, Малайзия, Таман Негара
SXU — Содду, Эфиопия, Содду
SXV — Salem, Индия, Salem
SXW — Sauren, Норвегия, Sauren
SXX — Sao Felix Do Xingu, Бразилия, Sao Felix Do Xingu
SXY — Sidney, США, Sidney
SXZ — Сиирт, Турция, Сиирт
SYA — Shemya AFB, США, Shemya
SYB — Seal Bay, США, Seal Bay
SYC — Shiringayoc, Перу, Shiringayoc
SYD — Kingsford Smith, Австралия, Сидней
SYE — Сада, Йемен, Сада
SYF — Silva Bay, Колумбия, Silva Bay
SYG — Spitsberg, Норвегия, Svalbard
SYH — Syangboche, Непал, Syangboche
SYI — Bomar Field, США, Shelbyville
SYJ — Sirjan, Иран, Sirjan
SYK — Стиккишолмур, Исландия, Стиккишолмур
SYL — Roberts AAF, Канада, Сан-Мигель
SYM — Симан, Китай, Симан
SYN — Carleton, США, Stanton
SYO — Сонай, Япония, Сонай
SYP — Сантьяго, Парагвай, Сантьяго
SYR — Syracuse Hancock International Airport, США, Сиракус
SYS — Yeosu, Южная Корея, Suncheon
SYT — Charolais Bourgogne S., Франция, Saint Yan
SYU — Warraber Island, Австралия, Sue Island
SYV — Sylvester, США, Sylvester
SYW — Sehwen Sharif, Либерия, Sehwen Sharif
SYX — Fenghuang International (Phoenix International), Китай, Санья
SYY — Stornoway, Великобритания, Stornoway
SYZ — Шираз, Иран, Шираз
SZA — Сойо, Ангола, Сойо
SZB — Sultan Abdul Aziz Shah, Малайзия, Куала-Лумпур
SZC — Гуанакасте, Коста-Рика, Санта-Круз-Айленд
SZD — Sheffield City Airport, Великобритания, Шеффилд
SZE — Семера, Малайзия, Semera
SZF — Carsamba, Турция, Самсун
SZG — W. A. Mozart, Австрия, Зальцбург
SZH — Сенипах, Индонезия, Сенипах
SZI — Зайсан, Казахстан, Зайсан
SZJ — Siguanea, Куба, Siguanea
SZK — Скукуза, ЮАР, Скукуза
SZL — Whiteman AFB, США, Варренсбург
SZM — Сезрим, Намибия, Сезрим
SZN — Santa Cruz Island, Колумбия, Санта-Барбара-Ба
SZO — Shanzhou, Китай, Shanzhou
SZP — Oxnard, США, Santa Paula
SZQ — Саенц-Пена, Аргентина, Саенц-Пена
SZR — Стара-Загора, Болгария, Стара-Загора
SZS — Стюарт-Айленд, Новая Зеландия, Стюарт-Айленд
SZT — San Cristobal Airport, Мексика, S.Cristobal deL Casas
SZU — Сегу, Мали, Сегу
SZV — Сучжоу, Китай, Сучжоу
SZW — Parchim Airport, Германия, Шверин
SZX — Шэньчжэнь, Китай, Шэньчжэнь
SZY — Mazury, Польша, Szymany
SZZ — Goleniow, Польша, Щецин
TAA — Тарапайна, Соломоновы острова, Тарапайна
TAB — Crown Point Airport, Тринидад и Тобаго, Tobago
TAC — D.Z. Romualdez, Филиппины, Tacloban
TAD — Las Animas, США, Тринидад
TAE — Даегу, Южная Корея, Даегу
TAF — Tafaraoui, Алжир, Оран
TAG — Тагбиларан, Филиппины, Тагбиларан
TAH — Tanna, Вануату, Tanna
TAI — Al Janad, Йемен, Taiz
TAJ — Таджи, Папуа — Новая Гвинея, Айтейп
TAK — Такаматсу, Япония, Такаматсу
TAL — Ralph Calhoun, США, Танана
TAM — Gen F Javier Mina, Мексика, Тампико
TAN — Тангалума, Австралия, Тангалума
TAO — Куаньдян, Китай, Куаньдян
TAP — Tapachula International, Мексика, Тапашула
TAQ — Tarcoola, Австралия, Таркула
TAR — M. A. Grottag, Италия, Таранто
TAS — Южный, Узбекистан, Ташкент
TAT — Poprad/tatry, Словакия, Попрад
TAU — Таурамена, Колумбия, Таурамена
TAV — Tau, Американское Самоа, Tau
TAW — Такуарембо, Уругвай, Такуарембо
TAX — Талиабу, Индонезия, Талиабу
TAY — Тарту, Эстония, Тарту
TAZ — Dashoguz, Туркменистан, Dashoguz
TBA — Табибуга, Папуа — Новая Гвинея, Табибуга
